txn_id_clean,timestamp_clean,transaction_date,transaction_hour,transaction_month,user_id_clean,merchant_id_clean,amount_clean,amount_abs,amount_negative_flag,amount_missing_flag,utr_clean,utr_valid_flag,utr_missing_flag,mcc_clean,status_clean,successful_flag,failed_flag,pending_flag,merchant_name_clean,merchant_category_analysis,business_type_clean,merchant_status_clean,declared_avg_ticket_clean,city_clean,state_clean,monthly_income_clean,occupation_clean,kyc_status_clean,risk_segment_clean,chargeback_flag,chargeback_count,chargeback_amount,chargeback_fraud_count,chargeback_high_severity_count,user_chargeback_count,user_disputed_amount,merchant_chargeback_count,merchant_disputed_amount,minutes_since_prev_user_txn,rapid_transaction_flag,merchant_daily_txn_count,merchant_spike_flag,high_value_flag,high_risk_user_flag,high_risk_merchant_flag,risk_signal_score,risk_signal_level,kyc_fk_valid_flag,merchant_fk_valid_flag,reporting_delay_hours,reported_after_7_days_flag,data_quality_issue_count,data_quality_status
TXN00003508,2026-03-06 11:27:07,2026-03-06,11,2026-03,USR21321,MCH3077,11630.59,11630.59,False,False,,False,True,4131,Success,True,False,False,Warrior Ltd,Transportation,Partnership,Active,1448.69,,,,,,,False,0,0.0,0.0,0.0,0.0,0.0,1.0,503.49,,False,1,False,False,False,False,10,Low,False,True,,False,3,Needs Attention
TXN00016290,2026-03-18 22:25:36,2026-03-18,22,2026-03,USR21325,MCH5558,442.18,442.18,False,False,UTR7671258903,True,False,4131,Success,True,False,False,"Rao, Sidhu And Barad",Hotel & Lodging,Partnership,Active,626.0,,,,,,,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,1,False,False,False,False,0,Low,False,True,,False,1,Needs Review
TXN00000097,2026-01-16 19:00:41,2026-01-16,19,2026-01,USR21326,MCH7452,13073.09,13073.09,False,False,UTR0170035275,True,False,5912,Success,True,False,False,Kala Llc,Department Store,Sole Proprietor,Active,1838.62,,,,,,,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,1,False,False,False,False,0,Low,False,True,,False,1,Needs Review
TXN00016429,2026-01-09 18:45:24,2026-01-09,18,2026-01,USR21327,MCH9841,11103.9,11103.9,False,False,UTR1099305510,True,False,5411,Success,True,False,False,,Grocery,,,,,,,,,,True,1,276.59,0.0,0.0,1.0,276.59,2.0,625.06,,False,1,False,False,False,True,20,Medium,False,False,53.18333333333333,False,2,Needs Review
TXN00004603,2026-03-29 09:30:49,2026-03-29,9,2026-03,USR21327,MCH9646,22732.22,22732.22,False,False,,False,True,,Success,True,False,False,,Unknown / Unmapped,,,,,,,,,,False,0,0.0,0.0,0.0,1.0,276.59,0.0,0.0,113205.41666666667,False,1,False,False,False,False,10,Low,False,False,,False,4,Needs Attention
TXN00003258,2026-03-16 22:51:59,2026-03-16,22,2026-03,USR21330,MCH2909,5164.24,5164.24,False,False,UTR6008445778,True,False,5912,Success,True,False,False,,Medical,,,,,,,,,,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,1,False,False,False,False,0,Low,False,False,,False,2,Needs Review
TXN00015169,2026-01-04 08:01:37,2026-01-04,8,2026-01,USR21331,MCH3243,14553.0,14553.0,False,False,UTR6463182465,True,False,5411,Success,True,False,False,,Grocery,,,,,,,,,,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,1,False,False,False,False,0,Low,False,False,,False,2,Needs Review
TXN00009451,2026-01-15 23:01:38,2026-01-15,23,2026-01,USR21334,MCH5367,11219.08,11219.08,False,False,UTR0098007586,True,False,7011,Success,True,False,False,Reddy-Chakraborty,Apparel,Sole Proprietor,Active,1679.09,,,,,,,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,1,False,False,False,False,0,Low,False,True,,False,1,Needs Review
TXN00002213,2026-02-09 07:47:37,2026-02-09,7,2026-02,USR21338,MCH4221,459.98,459.98,False,False,UTR8378691776,True,False,5411,Success,True,False,False,"Rastogi, Goda And Naidu",Retail,Individual,Active,745.75,,,,,,,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,3,False,False,False,False,0,Low,False,True,,False,1,Needs Review
TXN00008056,2026-02-20 00:00:00,2026-02-20,0,2026-02,USR21343,MCH1070,9946.9,9946.9,False,False,UTR2487755293,True,False,5912,Success,True,False,False,Pandya Plc,Retail,Private Limited,Active,1259.2,,,,,,,False,0,0.0,0.0,0.0,0.0,0.0,1.0,687.82,,False,1,False,False,False,False,0,Low,False,True,,False,1,Needs Review
TXN00016931,2026-03-26 14:15:02,2026-03-26,14,2026-03,USR21343,MCH6799,15547.77,15547.77,False,False,UTR5663397083,True,False,5411,Success,True,False,False,,Grocery,,,,,,,,,,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49815.03333333333,False,1,False,False,False,False,0,Low,False,False,,False,2,Needs Review
TXN00013268,2026-03-29 07:59:25,2026-03-29,7,2026-03,USR21343,MCH9699,18468.93,18468.93,False,False,UTR5518712522,True,False,5912,Failed,False,True,False,,Medical,,,,,,,,,,False,0,0.0,0.0,0.0,0.0,0.0,2.0,4562.5599999999995,3944.383333333333,False,1,False,False,False,True,5,Low,False,False,,False,2,Needs Review
TXN00008305,2026-03-28 14:02:06,2026-03-28,14,2026-03,USR21353,MCH2198,1017.85,1017.85,False,False,UTR5333875530,True,False,,Success,True,False,False,"Arya, Dalal And Keer",Food Services,Private Limited,Active,2776.31,Mumbai,Maharashtra,50905.0,Student,Verified,Medium,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,1,False,False,False,False,0,Low,True,True,,False,0,Clean
TXN00011965,2026-02-15 17:43:20,2026-02-15,17,2026-02,USR21359,MCH5045,13707.52,13707.52,False,False,,False,True,4131,Success,True,False,False,More-Doctor,Department Store,Individual,Suspended,145.75,,,,,,,False,0,0.0,0.0,0.0,0.0,0.0,1.0,397.65,,False,1,False,False,False,True,25,Medium,False,True,,False,3,Needs Attention
TXN00019609,2026-02-27 02:35:43,2026-02-27,2,2026-02,USR21372,MCH8839,17238.0,17238.0,False,False,UTR5326723067,True,False,5912,Processing,False,False,True,,Medical,,,,,,,,,,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,1,False,False,False,False,0,Low,False,False,,False,2,Needs Review
TXN00003391,2026-01-29 02:30:24,2026-01-29,2,2026-01,USR21380,MCH6900,8082.45,8082.45,False,False,UTR1091012370,True,False,7011,Success,True,False,False,,Hotel & Lodging,,,,,,,,,,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,1,False,False,False,False,0,Low,False,False,,False,2,Needs Review
TXN00013169,2026-01-17 01:54:37,2026-01-17,1,2026-01,USR21382,MCH1242,14045.2,14045.2,False,False,UTR9591547478,True,False,5411,Success,True,False,False,,Grocery,,,,,,,,,,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,1,False,False,False,False,0,Low,False,False,,False,2,Needs Review
TXN00009245,2026-02-23 10:41:26,2026-02-23,10,2026-02,USR21382,MCH1668,12318.12,12318.12,False,False,UTR8965716677,True,False,5812,Success,True,False,False,,Food Services,,,,,,,,,,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53806.816666666666,False,1,False,False,False,False,0,Low,False,False,,False,2,Needs Review
TXN00018258,2026-01-10 17:03:45,2026-01-10,17,2026-01,USR21386,MCH4685,7668.38,7668.38,False,False,UTR0267873736,True,False,5411,Success,True,False,False,Mukhopadhyay-Cheema,Books & Stationery,Private Limited,Suspended,,,,,,,,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,1,False,False,False,True,15,Low,False,True,,False,1,Needs Review
TXN00012092,2026-01-22 19:05:07,2026-01-22,19,2026-01,USR21387,MCH2407,6120.24,6120.24,False,False,UTR7580983361,True,False,7011,Failed,False,True,False,Chaudhry Plc,Medical,Private Limited,Active,5215.07,,,,,,,False,0,0.0,0.0,0.0,0.0,0.0,1.0,637.61,,False,1,False,False,False,False,5,Low,False,True,,False,1,Needs Review
TXN00008131,2026-03-08 11:19:39,2026-03-08,11,2026-03,USR21400,MCH8616,19461.51,19461.51,False,False,UTR9348623621,True,False,4131,Success,True,False,False,Ratti-Jha,Apparel,Sole Proprietor,Active,,Kolkata,West Bengal,32955.0,Self Employed,Verified,Medium,True,1,2367.83,0.0,0.0,1.0,2367.83,2.0,3577.6,,False,1,False,False,False,True,20,Medium,True,True,72.38333333333334,False,0,Clean
TXN00012753,2026-01-05 21:29:30,2026-01-05,21,2026-01,USR21404,MCH7981,4338.36,4338.36,False,False,UTR3488065942,True,False,5411,Failed,False,True,False,"Singhal, Manne And Ray",Apparel,Private Limited,Active,234.87,,,,,,,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,1,False,False,False,False,5,Low,False,True,,False,1,Needs Review
TXN00016793,2026-01-25 20:35:04,2026-01-25,20,2026-01,USR21404,MCH7387,24231.21,24231.21,False,False,UTR5713388649,True,False,4131,Success,True,False,False,Lad-Comar,Food Services,Sole Proprietor,Active,4968.31,,,,,,,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28745.566666666666,False,1,False,True,False,False,0,Low,False,True,,False,1,Needs Review
TXN00006576,2026-03-21 19:01:22,2026-03-21,19,2026-03,USR21415,MCH2773,17673.0,17673.0,False,False,UTR4446345062,True,False,,Success,True,False,False,,Unknown / Unmapped,,,,Chennai,Tamil Nadu,39748.0,Business Owner,Verified,Low,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,1,False,False,False,False,0,Low,True,False,,False,1,Needs Review
TXN00013557,2026-01-05 13:26:08,2026-01-05,13,2026-01,USR21416,MCH5164,4730.96,4730.96,False,False,UTR7544001120,True,False,,Success,True,False,False,"Yohannan,Sahniandbasak",Department Store,Individual,Inactive,830.61,,,,,,,True,1,5693.78,0.0,0.0,1.0,5693.78,1.0,5693.78,,False,1,False,False,False,False,20,Medium,False,True,0.0,False,1,Needs Review
TXN00009300,2026-01-29 04:53:10,2026-01-29,4,2026-01,USR21417,MCH2379,-2471.38,2471.38,True,False,,False,True,5411,Success,True,False,False,,Grocery,,,,,,,,,,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,1,False,False,False,False,15,Low,False,False,,False,5,Needs Attention
TXN00013390,2026-03-06 07:13:02,2026-03-06,7,2026-03,USR21420,MCH5632,4353.23,4353.23,False,False,UTR3035293658,True,False,5912,Success,True,False,False,Tandon Ltd,Department Store,Sole Proprietor,Active,270.52,,,,,,,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,1,False,False,False,False,0,Low,False,True,,False,1,Needs Review
TXN00006402,2026-03-30 11:18:44,2026-03-30,11,2026-03,USR21421,MCH7128,22062.21,22062.21,False,False,UTR1879719826,True,False,5912,Success,True,False,False,Agarwal Group,Medical,Private Limited,Active,6405.9,,,,,,,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,1,False,False,False,False,0,Low,False,True,,False,1,Needs Review
TXN00019834,2026-01-16 04:33:43,2026-01-16,4,2026-01,USR21423,MCH3846,24285.19,24285.19,False,False,UTR4635901897,True,False,7011,Success,True,False,False,Khanna-Badal,Retail,Private Limited,Active,3521.78,,,,,,,True,1,41457.94,1.0,0.0,1.0,41457.94,1.0,41457.94,,False,1,False,True,False,False,55,High,False,True,72.0,False,1,Needs Review
TXN00013118,2026-01-05 08:07:03,2026-01-05,8,2026-01,USR21428,MCH7708,13566.0,13566.0,False,False,UTR7916888495,True,False,5411,Success,True,False,False,,Grocery,,,,,,,,,,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,1,False,False,False,False,0,Low,False,False,,False,2,Needs Review
TXN00011921,2026-03-10 00:33:19,2026-03-10,0,2026-03,USR21428,MCH7889,20577.48,20577.48,False,False,UTR0805126217,True,False,5411,Success,True,False,False,,Grocery,,,,,,,,,,False,0,0.0,0.0,0.0,0.0,0.0,1.0,3691.3,91706.26666666666,False,1,False,False,False,False,0,Low,False,False,,False,2,Needs Review
TXN00003496,2026-02-14 04:10:37,2026-02-14,4,2026-02,USR21435,MCH8541,5289.0,5289.0,False,False,,False,True,7011,Success,True,False,False,,Hotel & Lodging,,,,,,,,,,True,1,1706.49,0.0,1.0,1.0,1706.49,1.0,1706.49,,False,1,False,False,False,False,30,Medium,False,False,366.2736111111111,True,4,Needs Attention
TXN00002608,2026-01-11 18:19:03,2026-01-11,18,2026-01,USR21453,MCH1114,6911.48,6911.48,False,False,UTR1954186069,True,False,5411,Processing,False,False,True,,Grocery,,,,Mumbai,Maharashtra,49189.0,Self Employed,Verified,High,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,1,False,False,True,False,20,Medium,True,False,,False,1,Needs Review
TXN00018783,2026-02-22 13:54:03,2026-02-22,13,2026-02,USR21469,MCH8463,2502.09,2502.09,False,False,UTR3831899965,True,False,5411,Success,True,False,False,,Grocery,,,,,,,,,,True,1,11640.86,0.0,0.0,2.0,12682.57,1.0,11640.86,,False,1,False,False,True,False,20,Medium,False,False,123.47527777777778,False,2,Needs Review
TXN00004306,2026-01-02 00:34:41,2026-01-02,0,2026-01,USR21471,MCH3408,2014.0,2014.0,False,False,UTR1109043957,True,False,5411,Success,True,False,False,,Grocery,,,,Jalandhar,Punjab,57851.0,Farmer,Pending,Medium,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,1,False,False,False,False,0,Low,True,False,,False,1,Needs Review
TXN00009084,2026-02-10 03:39:46,2026-02-10,3,2026-02,USR21473,MCH2257,18875.96,18875.96,False,False,UTR4090942420,True,False,5912,Success,True,False,False,Mandal-Sankaran,Department Store,Individual,Active,4831.04,Hyderabad,Telangana,128257.0,Gig Worker,Rejected,Low,False,0,0.0,0.0,0.0,0.0,0.0,1.0,13713.48,,False,1,False,False,False,False,0,Low,True,True,,False,0,Clean
TXN00010965,2026-02-04 16:47:14,2026-02-04,16,2026-02,USR21484,MCH4848,22287.46,22287.46,False,False,UTR7333403799,True,False,7011,Success,True,False,False,"Borra, Balakrishnan And Chad",Apparel,Partnership,Active,3072.49,,,,,,,False,0,0.0,0.0,0.0,0.0,0.0,1.0,988.08,,False,1,False,False,False,False,0,Low,False,True,,False,1,Needs Review
TXN00001165,2026-01-18 23:25:49,2026-01-18,23,2026-01,USR21498,MCH7102,4027.0,4027.0,False,False,UTR3647885815,True,False,5411,Success,True,False,False,,Grocery,,,,,,,,,,False,0,0.0,0.0,0.0,1.0,1908.15,0.0,0.0,,False,1,False,False,False,False,0,Low,False,False,,False,2,Needs Review
TXN00008684,2026-03-01 19:22:35,2026-03-01,19,2026-03,USR21498,MCH1197,15159.35,15159.35,False,False,UTR4989270947,True,False,5411,Success,True,False,False,"Gaba, Wadhwa And Sahni",Grocery,Private Limited,Active,488.96,,,,,,,False,0,0.0,0.0,0.0,1.0,1908.15,1.0,14278.2,60236.76666666667,False,1,False,False,False,False,0,Low,False,True,,False,1,Needs Review
TXN00014346,2026-03-14 16:32:29,2026-03-14,16,2026-03,USR21498,MCH8296,1132.0,1132.0,False,False,UTR4852767892,True,False,5812,Success,True,False,False,Gara Inc,Grocery,Partnership,Active,,,,,,,,True,1,1908.15,0.0,0.0,1.0,1908.15,2.0,4506.97,18549.9,False,1,False,False,False,True,20,Medium,False,True,384.0,True,1,Needs Review
TXN00017830,2026-01-17 12:40:14,2026-01-17,12,2026-01,USR21505,MCH9700,16335.72,16335.72,False,False,UTR3953659798,True,False,5411,Success,True,False,False,,Grocery,,,,Pune,Maharashtra,21465.0,Retired,Verified,Low,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,1,False,False,False,False,0,Low,True,False,,False,1,Needs Review
TXN00012110,2026-03-22 00:15:58,2026-03-22,0,2026-03,USR21526,MCH6238,4656.98,4656.98,False,False,UTR5140459050,True,False,5411,Success,True,False,False,,Grocery,,,,Mumbai,Maharashtra,21380.0,Student,Verified,High,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,1,False,False,True,False,20,Medium,True,False,,False,1,Needs Review
TXN00019859,2026-02-24 11:29:11,2026-02-24,11,2026-02,USR21527,MCH9464,23869.29,23869.29,False,False,UTR2595640777,True,False,5912,Success,True,False,False,,Medical,,,,,,,,,,False,0,0.0,0.0,0.0,0.0,0.0,1.0,3099.92,,False,1,False,True,False,False,0,Low,False,False,,False,2,Needs Review
TXN00001101,2026-02-04 10:48:07,2026-02-04,10,2026-02,USR21535,MCH4841,1455.49,1455.49,False,False,UTR8931229419,True,False,5411,Success,True,False,False,"Soman, Chhabra And Rau",Food Services,Individual,Active,611.25,,,,,,,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,1,False,False,False,False,0,Low,False,True,,False,1,Needs Review
TXN00008332,2026-03-13 02:37:16,2026-03-13,2,2026-03,USR21546,MCH1514,15489.93,15489.93,False,False,UTR4341124947,True,False,5812,Failed,False,True,False,"Lata, Raja And Parsa",Retail,Private Limited,Active,553.18,,,,,,,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,1,False,False,False,False,5,Low,False,True,,False,1,Needs Review
TXN00012006,2026-01-20 10:12:33,2026-01-20,10,2026-01,USR21549,MCH2527,23199.95,23199.95,False,False,UTR2926298936,True,False,5411,Success,True,False,False,,Grocery,,,,,,,,,,False,0,0.0,0.0,0.0,0.0,0.0,1.0,2512.35,,False,1,False,False,False,False,0,Low,False,False,,False,2,Needs Review
TXN00019837,2026-03-03 18:47:16,2026-03-03,18,2026-03,USR21550,MCH9725,12777.04,12777.04,False,False,UTR8193743717,True,False,5812,Initiated,False,False,False,Shan Llc,Apparel,Individual,Active,2250.85,,,,,,,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,1,False,False,False,False,0,Low,False,True,,False,1,Needs Review
TXN00000093,2026-02-14 00:31:21,2026-02-14,0,2026-02,USR21555,MCH1922,-19022.02,19022.02,True,False,UTR2240748309,True,False,4131,Success,True,False,False,"Deo, Saraf And Kale",Books & Stationery,Sole Proprietor,Active,2507.85,Hyderabad,Telangana,13695.0,Farmer,Verified,Low,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,1,False,False,False,False,5,Low,True,True,,False,1,Needs Review
TXN00006372,2026-01-10 00:35:32,2026-01-10,0,2026-01,USR21561,MCH5183,8465.81,8465.81,False,False,UTR6527956972,True,False,4131,Success,True,False,False,Chandra Llc,Books & Stationery,Individual,Active,578.29,Ludhiana,Punjab,18819.0,Retired,Verified,Medium,True,1,5763.76,1.0,0.0,1.0,5763.76,1.0,5763.76,,False,1,False,False,False,False,55,High,True,True,82.71805555555555,False,0,Clean
TXN00015298,2026-03-02 20:57:06,2026-03-02,20,2026-03,USR21562,MCH7536,5471.53,5471.53,False,False,UTR7884908098,True,False,7011,Failed,False,True,False,Kalla-Deo,Department Store,Partnership,Active,803.42,,,,,,,False,0,0.0,0.0,0.0,0.0,0.0,1.0,2479.92,,False,1,False,False,False,False,5,Low,False,True,,False,1,Needs Review
TXN00002707,2026-03-04 19:23:14,2026-03-04,19,2026-03,USR21564,MCH8658,3013.98,3013.98,False,False,UTR1817439996,True,False,5411,Success,True,False,False,,Grocery,,,,,,,,,,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,1,False,False,False,False,0,Low,False,False,,False,2,Needs Review
TXN00019688,2026-03-23 08:50:44,2026-03-23,8,2026-03,USR21565,MCH7787,10261.02,10261.02,False,False,UTR3713569999,True,False,4131,Success,True,False,False,,Transportation,,,,Lucknow,Uttar Pradesh,24849.0,Business Owner,Verified,Medium,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,1,False,False,False,False,0,Low,True,False,,False,1,Needs Review
TXN00017560,2026-03-04 05:51:52,2026-03-04,5,2026-03,USR21566,MCH3959,24005.0,24005.0,False,False,,False,True,5411,Success,True,False,False,"Kant, Goel And Pradhan",Other,Individual,Active,1214.73,,,,,,,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,1,False,True,False,False,10,Low,False,True,,False,3,Needs Attention
TXN00016309,2026-01-16 20:09:14,2026-01-16,20,2026-01,USR21569,MCH9940,9220.73,9220.73,False,False,UTR3361110908,True,False,4131,Success,True,False,False,"Thakur, Chokshi And Char",Apparel,Sole Proprietor,Active,1656.0,,,,,,,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,1,False,False,False,False,0,Low,False,True,,False,1,Needs Review
TXN00019538,2026-02-22 00:16:07,2026-02-22,0,2026-02,USR21569,MCH9240,18783.24,18783.24,False,False,UTR8935283332,True,False,5912,Success,True,False,False,,Medical,,,,,,,,,,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52086.88333333333,False,1,False,False,False,False,0,Low,False,False,,False,2,Needs Review
TXN00017772,2026-03-08 03:13:08,2026-03-08,3,2026-03,USR21570,MCH8851,20720.32,20720.32,False,False,UTR1514690767,True,False,5812,Success,True,False,False,"Kanda, Kohli And Thaman",Food Services,Sole Proprietor,Blocked,5573.07,Mumbai,Maharashtra,12160.0,Farmer,Other,Low,False,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,False,1,False,False,False,True,15,Low,True,True,,False,0,Clean
TXN00019985,2026-02-06 07:57:46,2026-02-06,7,2026-02,USR21583,MCH8249,8495.86,8495.86,False,False,UTR0863161348,True,False,5912,Success,True,False,False,,Medical,,,,Jalandhar,Punjab,29007.0,Business Owner,Verified,Medium,False,0,0.0,0.0,0.0,0.0,0.0,1.0,1385.0,,False,1,False,False,False,False,0,Low,True,False,,False,1,Needs Review
TXN00005628,2026-01-10 09:59:45,2026-01-10,9,2026-01,USR21584,MCH4482,8566.45,8566.45,False,False,UTR3406210453,True,False,5411,Success,True,False,False,Sawhney-Raman,Hotel & Lodging,Private Limited,Active,246.88,Mumbai,Maharashtra,18996.0,Gig Worker,Verified,Low,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,1,False,False,False,False,0,Low,True,True,,False,0,Clean
TXN00016086,2026-01-19 11:10:37,2026-01-19,11,2026-01,USR21584,MCH1301,20925.11,20925.11,False,False,UTR0932781313,True,False,4131,Success,True,False,False,,Transportation,,,,Mumbai,Maharashtra,18996.0,Gig Worker,Verified,Low,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13030.866666666667,False,1,False,False,False,False,0,Low,True,False,,False,1,Needs Review
TXN00008664,2026-02-08 18:10:59,2026-02-08,18,2026-02,USR21584,MCH1807,12454.0,12454.0,False,False,UTR3390452293,True,False,5812,Success,True,False,False,,Food Services,,,,Mumbai,Maharashtra,18996.0,Gig Worker,Verified,Low,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29220.366666666665,False,1,False,False,False,False,0,Low,True,False,,False,1,Needs Review
TXN00003226,2026-03-09 00:58:56,2026-03-09,0,2026-03,USR21588,MCH9457,22272.0,22272.0,False,False,UTR1331543525,True,False,5912,Failed,False,True,False,"Grover, Deep And Subramaniam",Transportation,Partnership,Active,276.66,Jalandhar,Punjab,17828.0,Student,Verified,Medium,False,0,0.0,0.0,0.0,0.0,0.0,1.0,1722.0,,False,1,False,False,False,False,5,Low,True,True,,False,0,Clean
TXN00016162,2026-01-09 01:58:39,2026-01-09,1,2026-01,USR21590,MCH4648,15045.73,15045.73,False,False,,False,True,5411,Failed,False,True,False,Tara-Pandya,Apparel,Partnership,Active,852.19,,,,,,,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,1,False,False,False,False,15,Low,False,True,,False,3,Needs Attention
TXN00007336,2026-01-03 04:18:11,2026-01-03,4,2026-01,USR21591,MCH6751,5859.1,5859.1,False,False,UTR2055778703,True,False,5411,Success,True,False,False,Jhaveri-Rege,Books & Stationery,Private Limited,Active,1649.91,,,,,,,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,1,False,False,False,False,0,Low,False,True,,False,1,Needs Review
TXN00008969,2026-03-11 03:07:29,2026-03-11,3,2026-03,USR21594,MCH3553,14287.77,14287.77,False,False,UTR6484142498,True,False,7011,Success,True,False,False,"Bajwa, Tata And Narula",Medical,Private Limited,Active,-1334.71,Ludhiana,Punjab,16237.0,Salaried,Rejected,Low,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,1,False,False,False,False,0,Low,True,True,,False,0,Clean
TXN00017745,2026-02-18 18:11:18,2026-02-18,18,2026-02,USR21602,MCH4741,8872.13,8872.13,False,False,UTR0862162525,True,False,5411,Success,True,False,False,Kara And Sons,Other,Partnership,Active,2009.21,,,,,,,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,1,False,False,False,False,0,Low,False,True,,False,1,Needs Review
TXN00011692,2026-02-11 11:13:43,2026-02-11,11,2026-02,USR21609,MCH7499,14272.89,14272.89,False,False,UTR6486472810,True,False,5411,Success,True,False,False,,Grocery,,,,,,,,,,True,1,3309.0,0.0,0.0,1.0,3309.0,1.0,3309.0,,False,1,False,False,False,False,20,Medium,False,False,31.433333333333334,False,2,Needs Review
TXN00001626,2026-02-18 07:38:55,2026-02-18,7,2026-02,USR21609,MCH3528,17253.22,17253.22,False,False,UTR3012968859,True,False,5812,Success,True,False,False,,Food Services,,,,,,,,,,False,0,0.0,0.0,0.0,1.0,3309.0,1.0,1114.45,9865.2,False,1,False,False,False,False,0,Low,False,False,,False,2,Needs Review
TXN00016215,2026-03-15 02:22:43,2026-03-15,2,2026-03,USR21614,MCH5559,8157.33,8157.33,False,False,UTR7478653388,True,False,4131,Success,True,False,False,Muni-Raval,Grocery,Private Limited,Active,723.26,,,,,,,False,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,False,1,False,False,False,False,0,Low,False,True,,False,1,Needs Review
TXN00008809,2026-02-06 23:05:53,2026-02-06,23,2026-02,USR21623,MCH9333,1022.32,1022.32,False,False,UTR5104708928,True,False,5912,Pending,False,False,True,,Medical,,,,Ludhiana,Punjab,47279.0,Unemployed,Other,High,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,1,False,False,True,False,20,Medium,True,False,,False,1,Needs Review
TXN00018862,2026-03-16 21:52:27,2026-03-16,21,2026-03,USR21623,MCH6409,14488.3,14488.3,False,False,UTR5296528450,True,False,5411,Success,True,False,False,Wason And Sons,Apparel,Private Limited,Suspended,1111.14,Ludhiana,Punjab,47279.0,Unemployed,Other,High,False,0,0.0,0.0,0.0,0.0,0.0,1.0,1986.27,54646.566666666666,False,1,False,False,True,True,35,Medium,True,True,,False,0,Clean
TXN00005299,2026-01-29 15:38:41,2026-01-29,15,2026-01,USR21624,MCH3332,10714.51,10714.51,False,False,,False,True,7011,Success,True,False,False,,Hotel & Lodging,,,,,,,,,,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,1,False,False,False,False,10,Low,False,False,,False,4,Needs Attention
TXN00014565,2026-02-13 01:57:25,2026-02-13,1,2026-02,USR21626,MCH7955,11286.0,11286.0,False,False,UTR6166648787,True,False,7011,Success,True,False,False,"Andra, Oommen And Salvi",Apparel,Partnership,Active,-2313.71,,,,,,,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,1,False,False,False,False,0,Low,False,True,,False,1,Needs Review
TXN00005061,2026-03-17 02:26:58,2026-03-17,2,2026-03,USR21627,MCH9592,23322.36,23322.36,False,False,UTR9974808090,True,False,5411,Success,True,False,False,,Grocery,,,,,,,,,,True,1,1535.65,1.0,1.0,1.0,1535.65,2.0,8275.94,,False,1,False,False,False,True,55,High,False,False,34.7325,False,2,Needs Review
